,sentence_id,topic,label,age,education,ethnicity,pol_alignment,english_proficiency,second_lang,guideline,binary_label,pol,group,gender,orig_labels,orig_labels_binary,Input.ID_in_set,Input.set,Input.ID
3024,625,cloning,Accept / Con,21-30,Some college but no degree,White,2.0,Very well,No,2,1,liberal,ML,male,Argument_against,1,24,val,24
3025,626,cloning,Reject,21-30,"Doctorate degree (For example: PhD, EdD)",White,2.0,Very well,Yes,2,0,liberal,ML,male,NoArgument,0,25,val,25
3026,627,cloning,Reject,31-40,"Bachelor's degree (For example: BA, AB, BS)",White,1.0,Very well,No,2,0,liberal,ML,male,Argument_against,1,26,val,26
3027,628,cloning,Reject,31-40,Some college but no degree,White,2.0,Very well,Yes,2,0,liberal,ML,male,NoArgument,0,27,val,27
3028,629,cloning,Reject,31-40,Some college but no degree,White,2.0,Very well,No,2,0,liberal,ML,male,NoArgument,0,28,val,28
3029,630,cloning,Reject,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,0.0,Very well,No,2,0,liberal,ML,male,Argument_against,1,29,val,29
3030,631,cloning,Accept / Pro,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,2.0,Very well,No,2,1,liberal,ML,male,NoArgument,0,30,val,30
3031,632,cloning,Reject,20 or below,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),White,3.0,Very well,No,2,0,liberal,ML,male,NoArgument,0,31,val,31
3032,633,cloning,Accept / Con,21-30,Some college but no degree,White,2.0,Very well,No,2,1,liberal,ML,male,NoArgument,0,32,val,32
3033,634,cloning,Accept / Pro,21-30,"Doctorate degree (For example: PhD, EdD)",White,1.0,Very well,No,2,1,liberal,ML,male,Argument_for,1,33,val,33
3034,635,cloning,Accept / Pro,21-30,"Bachelor's degree (For example: BA, AB, BS)","White,Other race, ethnicity or origin",2.0,Very well,Yes,2,1,liberal,ML,male,NoArgument,0,34,val,34
3035,636,cloning,Accept / Con,21-30,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),White,4.0,Very well,No,2,1,liberal,ML,male,NoArgument,0,35,val,35
3036,637,cloning,Accept / Pro,21-30,"Bachelor's degree (For example: BA, AB, BS)","White,Asian",3.0,Very well,No,2,1,liberal,ML,male,NoArgument,0,36,val,36
3037,638,cloning,Accept / Con,20 or below,Some college but no degree,White,0.0,Very well,No,2,1,liberal,ML,male,Argument_against,1,37,val,37
3038,639,cloning,Accept / Con,21-30,Some college but no degree,Black or African American,8.0,Very well,No,2,1,liberal,ML,male,Argument_against,1,38,val,38
3039,640,cloning,Accept / Pro,31-40,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",White,0.0,Very well,No,2,1,liberal,ML,male,Argument_against,1,39,val,39
3040,641,cloning,Accept / Pro,21-30,"Bachelor's degree (For example: BA, AB, BS)","White,Asian",3.0,Very well,No,2,1,liberal,ML,male,Argument_for,1,40,val,40
3041,642,cloning,Accept / Pro,31-40,"Bachelor's degree (For example: BA, AB, BS)",Black or African American,0.0,Very well,No,2,1,liberal,ML,male,NoArgument,0,41,val,41
3042,643,cloning,Accept / Con,21-30,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),White,3.0,Very well,No,2,1,liberal,ML,male,Argument_for,1,42,val,42
3043,644,cloning,Reject,21-30,"Bachelor's degree (For example: BA, AB, BS)","White,Asian",1.0,Very well,No,2,0,liberal,ML,male,NoArgument,0,43,val,43
3044,645,cloning,Reject,31-40,Some college but no degree,White,2.0,Very well,No,2,0,liberal,ML,male,NoArgument,0,44,val,44
3045,646,cloning,Accept / Con,31-40,"Bachelor's degree (For example: BA, AB, BS)",White,2.0,Very well,No,2,1,liberal,ML,male,Argument_against,1,45,val,45
3046,647,cloning,Accept / Con,41-50,"Bachelor's degree (For example: BA, AB, BS)",White,5.0,Very well,Yes,2,1,liberal,ML,male,Argument_against,1,46,val,46
3047,648,cloning,Accept / Con,31-40,Some college but no degree,White,2.0,Very well,Yes,2,1,liberal,ML,male,Argument_against,1,47,val,47
3048,649,cloning,Accept / Pro,31-40,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",White,2.0,Very well,No,2,1,liberal,ML,male,Argument_against,1,48,val,48
3049,650,cloning,Accept / Pro,31-40,Some college but no degree,White,2.0,Very well,Yes,2,1,liberal,ML,male,Argument_for,1,49,val,49
3050,651,cloning,Accept / Con,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,0.0,Very well,No,2,1,liberal,ML,male,Argument_against,1,456,train,50
3051,652,cloning,Accept / Pro,31-40,Associate degree in college - Occupational/vocational program,White,1.0,Very well,No,2,1,liberal,ML,male,NoArgument,0,102,train,51
3052,653,cloning,Accept / Pro,31-40,"Bachelor's degree (For example: BA, AB, BS)",White,3.0,Very well,No,2,1,liberal,ML,male,Argument_against,1,1126,train,52
3053,654,cloning,Reject,21-30,Some college but no degree,White,3.0,Very well,No,2,0,liberal,ML,male,Argument_for,1,1003,train,53
3054,655,cloning,Reject,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,0.0,Very well,No,2,0,liberal,ML,male,NoArgument,0,914,train,54
3055,656,cloning,Accept / Pro,31-40,"Bachelor's degree (For example: BA, AB, BS)",White,3.0,Very well,No,2,1,liberal,ML,male,NoArgument,0,571,train,55
3056,657,cloning,Reject,21-30,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),White,3.0,Very well,No,2,0,liberal,ML,male,NoArgument,0,419,train,56
3057,658,cloning,Accept / Con,21-30,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),White,0.0,Very well,Yes,2,1,liberal,ML,male,Argument_against,1,356,train,57
3058,659,cloning,Accept / Con,21-30,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),White,0.0,Very well,Yes,2,1,liberal,ML,male,NoArgument,0,1728,train,58
3059,660,cloning,Accept / Pro,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,0.0,Very well,No,2,1,liberal,ML,male,Argument_for,1,130,train,59
3060,661,cloning,Accept / Con,21-30,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),Black or African American,4.0,Very well,No,2,1,liberal,ML,male,NoArgument,0,122,train,60
3061,662,cloning,Reject,31-40,"Bachelor's degree (For example: BA, AB, BS)",White,1.0,Very well,No,2,0,liberal,ML,male,Argument_against,1,383,train,61
3062,663,cloning,Reject,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,2.0,Very well,No,2,0,liberal,ML,male,NoArgument,0,895,train,62
3063,664,cloning,Reject,51 or above,Some college but no degree,Black or African American,4.0,Very well,No,2,0,liberal,ML,male,Argument_against,1,952,train,63
3064,665,cloning,Accept / Pro,31-40,Associate degree in college - Occupational/vocational program,White,1.0,Very well,No,2,1,liberal,ML,male,NoArgument,0,2069,train,64
3065,666,cloning,Reject,20 or below,Some college but no degree,White,0.0,Very well,No,2,0,liberal,ML,male,NoArgument,0,108,train,65
3066,667,cloning,Reject,31-40,Some college but no degree,White,0.0,Very well,No,2,0,liberal,ML,male,Argument_for,1,814,train,66
3067,668,cloning,Reject,21-30,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),White,0.0,Very well,No,2,0,liberal,ML,male,NoArgument,0,1718,train,67
3068,669,cloning,Reject,21-30,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)","Other race, ethnicity or origin",4.0,Very well,Yes,2,0,liberal,ML,male,NoArgument,0,902,train,68
3069,670,cloning,Reject,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,0.0,Very well,No,2,0,liberal,ML,male,NoArgument,0,1839,train,69
3070,671,cloning,Accept / Pro,31-40,Associate degree in college - Occupational/vocational program,White,3.0,Well,No,2,1,liberal,ML,male,Argument_against,1,1139,train,70
3071,672,cloning,Accept / Con,21-30,Some college but no degree,White,3.0,Very well,No,2,1,liberal,ML,male,Argument_against,1,26,train,71
3072,673,cloning,Reject,31-40,Some college but no degree,White,2.0,Very well,No,2,0,liberal,ML,male,NoArgument,0,653,train,72
3073,674,cloning,Accept / Con,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,4.0,Very well,No,2,1,liberal,ML,male,Argument_against,1,1731,train,73
3074,675,cloning,Accept / Pro,31-40,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",White,7.0,Very well,No,2,1,liberal,ML,male,Argument_for,1,1393,train,74
3075,676,cloning,Accept / Pro,31-40,"Bachelor's degree (For example: BA, AB, BS)",Black or African American,1.0,Very well,No,2,1,liberal,ML,male,NoArgument,0,1138,train,75
3076,677,cloning,Reject,21-30,"Bachelor's degree (For example: BA, AB, BS)",Asian,2.0,Very well,No,2,0,liberal,ML,male,Argument_for,1,636,train,76
3077,678,cloning,Accept / Con,21-30,"Bachelor's degree (For example: BA, AB, BS)",Asian,2.0,Very well,No,2,1,liberal,ML,male,NoArgument,0,881,train,77
3078,679,cloning,Accept / Pro,21-30,"Bachelor's degree (For example: BA, AB, BS)",Asian,4.0,Very well,Yes,2,1,liberal,ML,male,NoArgument,0,1378,train,78
3079,680,cloning,Accept / Con,31-40,Some college but no degree,White,2.0,Very well,Yes,2,1,liberal,ML,male,Argument_against,1,418,train,79
3080,681,cloning,Accept / Pro,20 or below,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),White,3.0,Very well,No,2,1,liberal,ML,male,Argument_for,1,379,train,80
3081,682,cloning,Reject,31-40,"Bachelor's degree (For example: BA, AB, BS)",White,3.0,Very well,No,2,0,liberal,ML,male,NoArgument,0,1556,train,81
3082,683,cloning,Reject,31-40,Associate degree in college - Occupational/vocational program,White,3.0,Well,No,2,0,liberal,ML,male,NoArgument,0,396,train,82
3083,684,cloning,Reject,21-30,"Bachelor's degree (For example: BA, AB, BS)","White,Asian",1.0,Very well,No,2,0,liberal,ML,male,NoArgument,0,1470,train,83
3084,685,cloning,Accept / Pro,21-30,"Bachelor's degree (For example: BA, AB, BS)","White,Asian",1.0,Very well,No,2,1,liberal,ML,male,Argument_against,1,1408,train,84
3085,686,cloning,Accept / Con,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,0.0,Very well,No,2,1,liberal,ML,male,Argument_against,1,1083,train,85
3086,687,cloning,Reject,21-30,"Bachelor's degree (For example: BA, AB, BS)","White,Asian",3.0,Very well,No,2,0,liberal,ML,male,NoArgument,0,177,train,86
3087,688,cloning,Accept / Con,31-40,"Bachelor's degree (For example: BA, AB, BS)",White,2.0,Very well,No,2,1,liberal,ML,male,Argument_for,1,1881,train,87
3088,689,cloning,Accept / Con,21-30,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",Black or African American,7.0,Very well,Yes,2,1,liberal,ML,male,Argument_against,1,511,train,88
3089,690,cloning,Accept / Pro,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,2.0,Very well,No,2,1,liberal,ML,male,Argument_for,1,1550,train,89
3090,691,cloning,Accept / Con,21-30,Some college but no degree,White,2.0,Very well,No,2,1,liberal,ML,male,Argument_against,1,322,train,90
3091,692,cloning,Accept / Con,51 or above,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",White,3.0,Very well,Yes,2,1,liberal,ML,male,NoArgument,0,1200,train,91
3092,693,cloning,Accept / Pro,21-30,Some college but no degree,White,1.0,Very well,No,2,1,liberal,ML,male,Argument_for,1,1481,train,92
3093,694,cloning,Accept / Pro,21-30,"Bachelor's degree (For example: BA, AB, BS)",Asian,2.0,Very well,No,2,1,liberal,ML,male,Argument_for,1,787,train,93
3094,695,cloning,Reject,20 or below,Some college but no degree,White,3.0,Very well,No,2,0,liberal,ML,male,Argument_against,1,284,train,94
3095,696,cloning,Accept / Con,21-30,"Bachelor's degree (For example: BA, AB, BS)",Asian,4.0,Very well,Yes,2,1,liberal,ML,male,Argument_against,1,187,train,95
3096,697,cloning,Accept / Con,21-30,"Doctorate degree (For example: PhD, EdD)",White,1.0,Very well,No,2,1,liberal,ML,male,NoArgument,0,933,train,96
3097,698,cloning,Accept / Con,21-30,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),White,3.0,Very well,No,2,1,liberal,ML,male,Argument_against,1,1185,train,97
3098,699,cloning,Reject,31-40,"Bachelor's degree (For example: BA, AB, BS)",Black or African American,1.0,Very well,No,2,0,liberal,ML,male,Argument_against,1,326,train,98
3099,700,cloning,Reject,51 or above,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",White,3.0,Very well,Yes,2,0,liberal,ML,male,Argument_for,1,953,train,99
3100,701,cloning,Reject,31-40,Some college but no degree,White,0.0,Very well,No,2,0,liberal,ML,male,NoArgument,0,413,train,100
3101,702,cloning,Accept / Pro,21-30,Some college but no degree,White,2.0,Very well,No,2,1,liberal,ML,male,NoArgument,0,1857,train,101
3102,703,cloning,Accept / Pro,41-50,"Bachelor's degree (For example: BA, AB, BS)",White,2.0,Very well,No,2,1,liberal,ML,male,Argument_for,1,1494,train,102
3103,704,cloning,Accept / Pro,21-30,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),White,3.0,Very well,No,2,1,liberal,ML,male,NoArgument,0,666,train,103
3104,705,cloning,Accept / Con,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,2.0,Very well,No,2,1,liberal,ML,male,Argument_against,1,1516,train,104
3105,706,cloning,Reject,21-30,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)","Other race, ethnicity or origin",4.0,Very well,Yes,2,0,liberal,ML,male,NoArgument,0,1455,train,105
3106,707,cloning,Accept / Con,20 or below,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),White,3.0,Very well,No,2,1,liberal,ML,male,Argument_against,1,858,train,106
3107,708,cloning,Accept / Pro,21-30,"Doctorate degree (For example: PhD, EdD)",White,1.0,Very well,No,2,1,liberal,ML,male,NoArgument,0,1093,train,107
3108,709,cloning,Reject,31-40,Associate degree in college - Occupational/vocational program,White,2.0,Very well,No,2,0,liberal,ML,male,Argument_for,1,292,train,108
3109,710,cloning,Reject,31-40,"Bachelor's degree (For example: BA, AB, BS)",White,3.0,Very well,No,2,0,liberal,ML,male,NoArgument,0,700,train,109
3110,711,cloning,Accept / Con,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,9.0,Very well,No,2,1,liberal,ML,male,Argument_against,1,1002,train,110
3111,712,cloning,Reject,21-30,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),White,0.0,Very well,No,2,0,liberal,ML,male,Argument_for,1,669,train,111
3112,713,cloning,Reject,31-40,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",White,2.0,Very well,No,2,0,liberal,ML,male,NoArgument,0,1893,train,112
3113,714,cloning,Accept / Con,21-30,"Doctorate degree (For example: PhD, EdD)",White,2.0,Very well,Yes,2,1,liberal,ML,male,Argument_against,1,1554,train,113
3114,715,cloning,Reject,31-40,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",White,2.0,Very well,No,2,0,liberal,ML,male,Argument_for,1,1105,train,114
3115,716,cloning,Accept / Con,21-30,"Professional School Degree (For example: MD,DDS,DVM,LLB,JD)",White,2.0,Very well,No,2,1,liberal,ML,male,NoArgument,0,899,train,115
3116,717,cloning,Reject,20 or below,Some college but no degree,White,0.0,Very well,No,2,0,liberal,ML,male,Argument_against,1,1328,train,116
3117,718,cloning,Accept / Con,31-40,"Bachelor's degree (For example: BA, AB, BS)",White,1.0,Very well,No,2,1,liberal,ML,male,Argument_for,1,229,train,117
3118,719,cloning,Reject,21-30,"Bachelor's degree (For example: BA, AB, BS)",Asian,4.0,Very well,Yes,2,0,liberal,ML,male,NoArgument,0,938,train,118
3119,720,cloning,Accept / Pro,21-30,Some college but no degree,Black or African American,8.0,Very well,No,2,1,liberal,ML,male,NoArgument,0,131,train,119
3120,721,cloning,Reject,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,2.0,Very well,No,2,0,liberal,ML,male,NoArgument,0,1292,train,120
3121,722,cloning,Reject,20 or below,Some college but no degree,White,0.0,Very well,No,2,0,liberal,ML,male,NoArgument,0,1643,train,121
3122,723,cloning,Accept / Con,31-40,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",White,0.0,Very well,No,2,1,liberal,ML,male,NoArgument,0,1096,train,122
3123,724,cloning,Reject,41-50,"Bachelor's degree (For example: BA, AB, BS)",White,2.0,Very well,No,2,0,liberal,ML,male,NoArgument,0,271,train,123
3124,725,cloning,Accept / Pro,21-30,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",Black or African American,7.0,Very well,Yes,2,1,liberal,ML,male,NoArgument,0,864,train,124
3125,726,cloning,Accept / Pro,31-40,"Bachelor's degree (For example: BA, AB, BS)",White,2.0,Very well,No,2,1,liberal,ML,male,Argument_for,1,1288,train,125
3126,727,cloning,Accept / Con,21-30,"Bachelor's degree (For example: BA, AB, BS)","White,Other race, ethnicity or origin",2.0,Very well,Yes,2,1,liberal,ML,male,Argument_against,1,870,train,126
3127,728,cloning,Reject,31-40,Some college but no degree,White,2.0,Very well,No,2,0,liberal,ML,male,Argument_against,1,2044,train,127
3128,729,cloning,Accept / Pro,31-40,Some college but no degree,White,0.0,Very well,No,2,1,liberal,ML,male,Argument_for,1,1620,train,128
3129,730,cloning,Reject,21-30,"Bachelor's degree (For example: BA, AB, BS)","White,Other race, ethnicity or origin",2.0,Very well,Yes,2,0,liberal,ML,male,NoArgument,0,1879,train,129
3130,731,cloning,Reject,31-40,Some college but no degree,White,2.0,Very well,No,2,0,liberal,ML,male,NoArgument,0,585,train,130
3131,732,cloning,Accept / Con,31-40,"Bachelor's degree (For example: BA, AB, BS)",Black or African American,1.0,Very well,No,2,1,liberal,ML,male,Argument_against,1,1084,train,131
3132,733,cloning,Accept / Pro,20 or below,Some college but no degree,White,3.0,Very well,No,2,1,liberal,ML,male,NoArgument,0,1010,train,132
3133,734,cloning,Reject,21-30,Some college but no degree,Asian,4.0,Very well,Yes,2,0,liberal,ML,male,Argument_for,1,1076,train,133
3134,735,cloning,Accept / Con,31-40,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",White,2.0,Very well,No,2,1,liberal,ML,male,NoArgument,0,1754,train,134
3135,736,cloning,Accept / Pro,31-40,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",White,7.0,Very well,No,2,1,liberal,ML,male,NoArgument,0,1635,train,135
3136,737,cloning,Reject,21-30,"Bachelor's degree (For example: BA, AB, BS)",White,2.0,Very well,No,2,0,liberal,ML,male,NoArgument,0,1482,train,136
3137,738,cloning,Accept / Con,41-50,Associate degree in college - Occupational/vocational program,White,0.0,Very well,No,2,1,liberal,ML,male,Argument_against,1,898,train,137
3138,739,cloning,Accept / Pro,21-30,"Bachelor's degree (For example: BA, AB, BS)",Asian,2.0,Very well,No,2,1,liberal,ML,male,NoArgument,0,566,train,138
3139,740,cloning,Reject,21-30,HIGH SCHOOL GRADUATE – high school DIPLOMA or the equivalent (For example: GED),Black or African American,4.0,Very well,No,2,0,liberal,ML,male,Argument_for,1,2087,train,139
3140,741,cloning,Accept / Pro,21-30,"Doctorate degree (For example: PhD, EdD)",White,1.0,Very well,No,2,1,liberal,ML,male,Argument_for,1,2021,train,140
3141,742,cloning,Reject,51 or above,Some college but no degree,Black or African American,4.0,Very well,No,2,0,liberal,ML,male,NoArgument,0,372,train,141
3142,743,cloning,Accept / Pro,51 or above,"Bachelor's degree (For example: BA, AB, BS)",White,2.0,Very well,No,2,1,liberal,ML,male,Argument_for,1,192,train,142
3143,744,cloning,Reject,21-30,"Bachelor's degree (For example: BA, AB, BS)","Asian,Other race, ethnicity or origin",2.0,Very well,Yes,2,0,liberal,ML,male,NoArgument,0,449,train,143
3144,745,cloning,Reject,31-40,Some college but no degree,White,0.0,Very well,No,2,0,liberal,ML,male,Argument_against,1,626,train,144
3145,746,cloning,Accept / Pro,41-50,"Bachelor's degree (For example: BA, AB, BS)",White,5.0,Very well,Yes,2,1,liberal,ML,male,Argument_against,1,655,train,145
3146,747,cloning,Reject,31-40,"Bachelor's degree (For example: BA, AB, BS)",White,2.0,Very well,No,2,0,liberal,ML,male,NoArgument,0,1729,train,146
3147,748,cloning,Reject,21-30,"Bachelor's degree (For example: BA, AB, BS)","Asian,Other race, ethnicity or origin",2.0,Very well,Yes,2,0,liberal,ML,male,NoArgument,0,260,train,147
